impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K21-142689,A654768,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2367688,LOST,Loki,Cat,Over 1 year<p/>,Male,Siamese,Unknown,12/12/2021 12:00:00 AM,Date Lost,7TH  ST SW AND 17TH AVE SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2367688,Image Copyright HLP Inc. 2022,"Description: Loki is a 13 lb, 8 year old seal point Siamese with herpes and a history of digestive issues. He has been under the care of Dr. Pam at All Creatures Animal Hospital of South Hill and recently had a consult with Dr. Riordan at Summit for possible IBD. When last seen he was in great spirits and health and had gained weight. He is extremely vocal normally but skittish if outdoors, he was last seen wearing a blue reflective breakaway collar with contact details on the tag. <p/><p/>He is chipped through AVID and they have been notified, his chip is in his left shoulder.<p/>Age: Over 1 year<p/>Location Lost: 7th st sw and 17th Ave sw, Puyallup WA  98371<p/>Lost Date: 2021-12-12<p/>",
K22-143243,A656082,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A656082,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Pale Ale,Cat,7 YEARS,Neutered Male,Domestic Shorthair,Org Tabby / White,01/13/2022 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A656082,Image Copyright HLP Inc. 2022,"Received on: 2022-01-13<p/> Description: Org Tabby / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 7 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Pale Ale and I am available for adoption.<p/><p/>I was brought in by my previous owner on January 13, 2022 because I did not like the dogs. I previously lived in a home with another cat. My previous owner described me as loving and friendly.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/>",GREEN
K22-142973,A655376,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2374620,In Public Home,,Dog,Unknown<p/>,Female,American Pit Bull Terrier,Brown,12/31/2021 12:00:00 AM,Date Found,42ND  AND EASTERN IN WALLINGFORD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2374620,Image Copyright HLP Inc. 2022,"Description: Female Pitbull appears to have given birth recently/is currently nursing. No tag, but a leather collar with spikes/studs on the outside.<p/>Age: Unknown<p/>Found Near: 42nd and Eastern in Wallingford, Seattle WA  98103<p/>Found Date: 2021-12-31<p/>",
K21-142480,A654358,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2363625,LOST,Lucy,Dog,Over 1 year<p/>,Unknown,Rat Terrier,White,12/08/2021 12:00:00 AM,Date Lost,9600 block of  25TH AVE SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2363625,Image Copyright HLP Inc. 2022,"Description: No collar. Lucy is white on belly and chest with black spot on top of body, brown around her eyes. Overweight rat terrier mix. Super sweet but extremely timid and anxious will bark a lot. Please help<p/>Age: Over 1 year<p/>Location Lost: 9641 25th Ave SW, Seattle WA  98106<p/>Lost Date: 2021-12-08<p/>",
K22-143318,A656184,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2382206,LOST,Kodi,Dog,Over 1 year<p/>,Male,Siberian Husky,White,01/16/2022 12:00:00 AM,Date Lost,265TH  AND 116TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2382206,Image Copyright HLP Inc. 2022,"Description: Will be with his brother Maxx a golden doodle. Can be aggressive. Will not come to you<p/>Age: Over 1 year<p/>Location Lost: 265th and 116th, Kent WA  98030<p/>Lost Date: 2022-01-16<p/>",
K22-143082,A655622,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A655622,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Angelica,Cat,5 YEARS,Spayed Female,Domestic Shorthair,White / Gray,01/05/2022 12:00:00 AM,Received on,30000 block of  S 208TH ST,SEATAC,WA,98198,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655622,Image Copyright HLP Inc. 2022,"Received on: 2022-01-05<p/> Found Near: 30000 block of  S 208TH ST<p/> Description: White / Gray Spayed Female Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K22-142965,A655365,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2374458,LOST,Finn,Dog,Over 1 year<p/>,Male,Bernese Mountain Dog,Black,12/31/2021 12:00:00 AM,Date Lost,700 block of  278TH AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2374458,Image Copyright HLP Inc. 2022,"Description: 5 year old Bernese Mountain Dog with a loving temperament. He is a shy around strangers. 110lbs <p/>Age: Over 1 year<p/>Location Lost: 711 278th Ave NE, Redmond WA  98053<p/>Lost Date: 2021-12-31<p/>",
K21-142636,A654647,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2366380,In Public Home,,Cat,Unknown<p/>,Male,Domestic Shorthair,White,12/13/2021 12:00:00 AM,Date Found,UNKNOWN UNKNOWN,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2366380,Image Copyright HLP Inc. 2022,"Description: Our neighbors picked this cat up somewhere in Seattle thinking it was a stray and then proceeded to abandon it in our neighborhood in Kent. So we’re unsure if it has original owners in Seattle or what part of Seattle it was picked up in. It is a male, mostly white cat with some orange markings. <p/>Age: Unknown<p/>Found Near: Unknown , Kent WA  98042<p/>Found Date: 2021-12-13<p/>",
K21-141969,A653307,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A653307,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Joe,Cat,6 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,Brn Tabby / White,11/21/2021 12:00:00 AM,Received on,14200 block of  24TH AVE S,SEATAC,WA,98168,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A653307,Image Copyright HLP Inc. 2022,"Received on: 2021-11-21<p/> Found Near: 14200 block of  24TH AVE S<p/> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p/> Age: 6 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K22-143154,A655766,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A655766,"Ranch S P Reber 28606 132ND AVE SE KENT, WA 98042",Mamba,Cat,3 YEARS,Spayed Female,Domestic Shorthair,Brn Tabby,01/09/2022 12:00:00 AM,Received on,4000 block of  S 164TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655766,Image Copyright HLP Inc. 2022,"Received on: 2022-01-09<p/> Found Near: 4000 block of  S 164TH ST<p/> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: Ranch S P Reber 28606 132ND AVE SE KENT, WA 98042<p/>",BLUE
K22-143245,A622261,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A622261,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Lee,Cat,1 YEAR 3 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby,01/13/2022 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A622261,Image Copyright HLP Inc. 2022,"Received on: 2022-01-13<p/> Description: Brn Tabby<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR 3 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Lee and I am available for adoption.<p/><p/>I was brought in by my previous owner on January 13, 2022 because they were moving. I lived in a home with  children. My previous owner described me as friendly.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home once I get to know you.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
K22-143082,A655622,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A655622,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Angelica,Cat,5 YEARS,Spayed Female,Domestic Shorthair,White / Gray,01/05/2022 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A655622,Image Copyright HLP Inc. 2022,"Received on: 2022-01-05<p/> Description: White / Gray<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Angelica and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on January 14, 2022.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/>",RED
K22-142975,A655380,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2374658,LOST,Bear,Dog,Over 1 year<p/>,Male,Australian Cattle Dog,Black,01/01/2022 12:00:00 AM,Date Lost,120TH  AVE NE. & BEL-RED RD.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2374658,Image Copyright HLP Inc. 2022,"<p/>Age: Over 1 year<p/>Location Lost: 120th Ave NE.  & Bel-Red Rd. , Bellevue WA  98005<p/>Lost Date: 2022-01-01<p/>",
K21-142441,A654295,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2363028,LOST,Dante,Cat,,Male,American Shorthair,Black / White,12/06/2021 12:00:00 AM,Date Lost,200 block of  RIDGE DRIVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2363028,Image Copyright HLP Inc. 2022,<p/>,
K21-142645,A654674,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2366592,In Public Home,,Cat,Unknown<p/>,Male,Domestic Mediumhair,Unknown,12/15/2021 12:00:00 AM,Date Found,NW  DOGWOOD ST. AND NEWPORT WAY NW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2366592,Image Copyright HLP Inc. 2022,"Description: Male cat Found. White legs, belly, chin, shoulders, hips, and lower sides. Dark brown / black Tabby / mackerel patterned  above eyes, top of head, ears, back, and tail. Golden yellow eyes. Teeth appear to be clean and bright white. Pink nose with white cheeks and long white whiskers.  Paw pads are pink and mostly unremarkable. <p/>Age: Unknown<p/>Found Near: NW Dogwood St. and Newport Way NW, Issaquah WA  98027<p/>Found Date: 2021-12-15<p/>",
K21-142826,A655049,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2370621,LOST,Squeaks (pip,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,12/22/2021 12:00:00 AM,Date Lost,2ND  AVE AND W. WILLIS ST.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2370621,Image Copyright HLP Inc. 2022,"Description: See photo,,,8.4 pounds, fully intact, 3 year old, male cat. Needs medication twice a day to treat a heart murmer that he was born with and doesn't do very well after a few days without it. Mostly indoor that just recently started going out cuz we can't keep him from getting out and this is the longest that he's ever been gone so we're very worried about him now.<p/>Age: Over 1 year<p/>Location Lost: 2nd Ave and W. Willis St., Kent WA  98032<p/>Lost Date: 2021-12-22<p/>",
K22-143326,A656194,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A656194,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,6 YEARS,Neutered Male,Domestic Shorthair,White / Gray,01/16/2022 12:00:00 AM,Received on,MUD  MOUNTAIN DAM RD,ENUMCLAW,WA,98022,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A656194,Image Copyright HLP Inc. 2022,"Received on: 2022-01-16<p/> Found Near: MUD  MOUNTAIN DAM RD<p/> Description: White / Gray Neutered Male Domestic Shorthair Cat<p/> Age: 6 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K22-143152,A655758,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2378817,LOST,Gracie,Cat,Over 1 year<p/>,Female,American Shorthair,Unknown,12/24/2021 12:00:00 AM,Date Lost,30TH  AVE SW & SW 320TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2378817,Image Copyright HLP Inc. 2022,"Description: When she left my home she was wearing a pink and rose gold pineapple collar, with a bell (although she loses collars so she may not have it on anymore). She is around 8 pounds, she is a year and a half old. She has a distinct stripe on her chest and a bushy raccoon-like striped tail. <p/>Age: Over 1 year<p/>Location Lost: 30th Ave SW & SW 320th St, Federal Way WA  98023<p/>Lost Date: 2021-12-24<p/>",
K21-142886,A655183,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2372580,LOST,Jade,Dog,Under 1 year<p/>,Female,German Shepherd,Black,12/26/2021 12:00:00 AM,Date Lost,1400 block of  W JAMES PL,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2372580,Image Copyright HLP Inc. 2022,"Description: Her name is Jade she is always happy. She’s all black with a scare in her muzzle. One ear will flop and the other stands. But when she gets serious both ears will stand. <p/>Age: Under 1 year<p/>Location Lost: 1424 W James Pl, Kent WA  98032<p/>Lost Date: 2021-12-26<p/>",
K21-142852,A655091,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2371072,LOST,Leo,Dog,Under 1 year<p/>,Male,German Shepherd,Unknown,12/24/2021 12:00:00 AM,Date Lost,SE  254TH PL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2371072,Image Copyright HLP Inc. 2022,"Description: He has brown eyes and his ears are still down. <p/>Age: Under 1 year<p/>Location Lost: SE 254th PL , Kent WA  98030<p/>Lost Date: 2021-12-24<p/>",
K21-142823,A655041,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2370497,LOST,Pepper,Dog,Over 1 year<p/>,Female,Yorkshire Terrier,Unknown,12/23/2021 12:00:00 AM,Date Lost,NE  97TH PL AND 218TH AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2370497,Image Copyright HLP Inc. 2022,"Description: She is likely wearing a purple collar with her license on it. Her hair is long, grey. Food-obsessed, but shy. <p/>Age: Over 1 year<p/>Location Lost: NE 97th PL and 218th AVE NE, Redmond WA  98053<p/>Lost Date: 2021-12-23<p/>",
K21-142835,A655067,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2370755,LOST,,Dog,Under 1 year<p/>,Female,Cane Corso,Brown,12/24/2021 12:00:00 AM,Date Lost,248TH  ST AND 116TH AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2370755,Image Copyright HLP Inc. 2022,"Description: Tan, Dark Face, Female, 50-70 lbs, puppy, less than a year old.<p/>Age: Under 1 year<p/>Location Lost: 248th St and 116th Ave, Kent WA  98030<p/>Lost Date: 2021-12-24<p/>",
K22-143278,A656124,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A656124,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Toonces,Guinea Pig,1 YEAR,Female,Guinea Pig,Tricolor,01/14/2022 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A656124,Image Copyright HLP Inc. 2022,"Received on: 2022-01-14<p/> Description: Tricolor<p/>  Female Guinea Pig Guinea Pig<p/> Age: 1 YEAR<p/> Adoption Fee: $5<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/>",
K22-143316,A656182,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2382168,In Public Home,,Dog,Unknown<p/>,Male,Labrador Retriever,Black,01/16/2022 12:00:00 AM,Date Found,SE  170TH ST AND 196TH AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2382168,Image Copyright HLP Inc. 2022,"Description: Younger male, black lab. Black collar<p/>Age: Unknown<p/>Found Near: SE 170th St and 196th Ave SE, Renton WA  98058<p/>Found Date: 2022-01-16<p/>",
